Componente 1,Componente 2
7.141349,10.96567
7.0612707,10.887569
7.0087132,11.014079
6.760352,11.529438
6.8028893,11.465667
6.6879654,11.643838
6.514475,11.851403
10.678419,3.6316803
7.4913917,10.821624
10.882808,7.530965
11.066016,7.8439846
11.289382,8.200789
11.659574,6.694407
11.234415,6.504938
10.819605,6.4943523
10.035331,7.7101483
9.652498,7.869488
9.55172,7.92151
9.502533,7.834179
9.463608,8.266297
9.455815,8.450637
9.399487,8.814312
9.455345,9.004326
9.38072,9.216065
9.353624,9.498365
9.236596,10.043539
9.24417,10.083374
9.185582,10.301194
9.026026,11.206566
9.06425,10.782264
9.295622,10.005142
9.929875,8.696403
9.909181,8.675199
9.411375,9.725092
9.330904,9.943509
10.5301,9.305897
9.896888,8.7514105
9.814397,8.888539
9.905119,8.89484
9.969385,8.471
9.907749,8.630207
9.942227,8.4884205
9.883856,8.578447
9.687854,8.900495
9.293738,9.486916
11.599404,6.9197955
12.638092,6.34611
13.093753,5.6265783
13.096693,5.6604385
13.034583,5.558757
12.871646,5.6515055
11.920779,5.767112
9.871397,6.4940276
8.51192,7.4430327
8.475301,7.396594
8.251916,7.4764967
7.815221,7.6219597
8.359257,6.834721
8.516363,6.8705525
8.331934,6.9877577
8.661178,6.478577
8.587963,6.4852395
8.035261,7.151595
8.660141,6.487966
8.480481,6.4798746
7.989189,6.342128
8.294978,6.007431
8.758634,5.755037
8.922184,5.9293303
9.493358,6.1331496
9.615274,6.4243727
9.581067,6.5031466
9.70183,6.47988
9.688273,6.498365
9.64527,6.560479
9.701844,6.6480966
9.722118,6.8434544
7.870842,8.587652
7.883125,8.51931
7.9235196,8.428075
8.212568,7.5251255
8.09192,7.634623
8.139797,7.56468
8.405828,6.8663645
8.217459,7.5676737
8.069866,7.6451006
7.999467,7.7323527
8.049145,7.7320113
7.943022,9.140322
8.005747,9.072609
8.073893,9.100937
8.116137,9.177181
8.195871,9.121333
8.172547,9.135009
8.23945,9.050549
11.882566,9.509734
12.005922,9.599624
9.680678,6.5948095
10.16957,7.567488
8.573638,9.054222
8.350807,9.101041
8.384431,9.069209
8.345146,9.067818
7.96059,9.295695
8.013522,9.366818
7.9662166,9.434099
7.968571,9.410697
7.8727703,9.940017
7.8133044,9.7667885
7.955198,9.605114
7.967914,9.580286
7.951815,9.44583
8.03366,9.242581
8.07568,9.179967
8.10222,9.205272
8.34296,9.775427
8.435695,9.828766
8.36591,9.785747
8.220029,9.719025
8.215496,9.75622
8.217498,9.728721
8.185162,9.7463455
8.204938,9.799733
8.144,9.809461
8.150361,9.816587
8.1432905,9.904374
8.137717,9.897119
8.13836,10.0522585
8.153828,10.016295
8.164957,10.001639
8.207137,9.939486
8.214546,9.914397
8.35609,9.822048
8.4623165,9.864678
8.462599,9.767281
8.29031,9.819304
8.251014,9.852943
8.24487,9.82373
8.253493,9.880114
8.215833,9.941739
8.142541,10.185312
8.112567,10.317457
8.101828,10.266341
8.1866865,10.18816
8.289278,8.934409
8.254676,8.910991
8.288272,8.932521
8.161881,8.7825985
8.178336,8.817891
8.150753,9.641028
8.21307,9.584336
8.214146,9.65853
8.2852335,9.216497
8.316311,9.226029
8.328873,9.331745
8.342002,9.390492
8.334369,9.395872
8.349776,9.365167
8.340282,9.424919
8.334796,9.376936
8.335529,9.404915
8.362966,8.959619
8.347674,9.818817
8.311669,9.784632
8.458209,9.878505
8.478952,9.8704405
9.270032,10.181461
9.679344,9.92586
11.977068,9.942807
11.952212,9.991196
11.944176,9.983112
11.975766,9.989801
9.775002,9.366767
9.605148,9.411806
9.350848,9.537172
9.319296,9.508459
9.22361,9.683337
8.368143,9.997312
8.392619,9.912593
8.847594,9.898546
9.01542,9.902132
9.025221,9.9710045
7.8077493,8.918089
8.189168,6.5441885
9.020486,6.254059
9.131221,6.256144
9.283831,5.9692144
11.825401,5.380276
12.117473,5.298263
12.181944,5.288118
12.198533,5.311081
12.199085,5.287204
12.188029,5.3819394
11.932062,5.7132816
11.368331,6.1517863
10.47943,6.0188904
7.7261815,9.015108
7.7509313,8.980321
7.7511835,9.037202
7.661824,9.417536
7.7685957,9.280385
7.9338875,8.192796
8.008635,8.060166
7.91735,8.12465
7.8518558,8.177592
8.8701105,6.3911514
8.862454,6.3863573
8.870372,6.3994975
8.913194,6.3800106
9.089851,6.2595706
9.218414,6.15338
9.324181,6.3772364
9.624947,7.1949916
11.21531,7.4122233
11.563134,8.45831
12.88605,8.186227
13.4059305,8.036226
13.251815,9.070178
13.214544,9.072688
13.072767,9.079871
12.337149,10.048846
12.369668,10.069603
10.141257,6.109195
10.111904,6.06094
8.995123,6.818127
8.999355,6.8275065
8.90872,6.81491
7.874536,8.58289
8.560734,7.7554293
8.585847,7.6923404
7.9490757,9.022729
7.966628,8.894576
7.962893,9.020853
8.019807,8.773918
8.057179,9.181605
8.038725,9.316395
8.382932,8.6375065
8.087513,9.1279545
8.095295,9.096034
7.9274096,9.4671755
8.004057,9.442023
8.062073,9.334141
7.912254,9.61389
7.8114605,9.653931
7.8033466,9.60215
7.941641,10.313876
7.9382873,10.424272
7.93899,10.504195
7.9487963,10.542208
7.9559917,10.547608
7.984001,10.50732
7.9914904,10.47308
11.149241,2.3771381
8.6491165,9.941633
7.702073,7.980858
9.014885,5.1822224
8.799423,5.207953
8.727557,5.198653
8.615352,5.2035794
8.611321,5.209139
8.677851,5.189583
8.59665,5.175975
8.604253,5.1760635
8.595241,5.1737576
8.584518,5.1692634
8.583882,5.1713486
8.551703,5.1932025
7.61297,6.0458174
3.488442,6.744441
3.4694002,6.7487235
3.6527069,7.010704
3.6279423,6.9842405
3.4770231,6.809282
3.4500232,6.8084397
3.4631767,6.754848
3.4323146,6.7332697
3.4189014,6.7830305
3.40388,6.7843447
3.3077672,6.649873
3.309565,6.6606894
3.2447932,6.58243
3.2861035,6.5304933
3.0914497,6.181856
3.041382,6.0671296
3.344509,5.490056
5.0398984,5.03921
5.192273,5.0300317
5.3784,5.0098577
5.3992,5.006485
5.3017707,4.926407
5.3253775,4.99271
5.265272,5.4615035
4.754515,6.9590116
3.7275064,7.9166284
3.5929315,7.909921
3.560356,7.834914
3.208693,7.174381
3.1526084,7.1382594
3.2406354,7.0741587
2.8159287,6.4005327
3.0911148,7.1467223
3.0860875,7.1720705
2.9175625,7.1714606
2.879068,7.1720324
3.3290844,6.9076943
4.100104,6.717098
4.13336,6.603405
4.1862016,6.5160775
4.141715,6.426824
5.3801336,5.395335
5.4225736,5.0642123
5.6918497,4.9886446
5.6863713,4.9746637
5.6622705,5.0460043
5.64799,5.184806
5.6309156,5.306357
6.1280828,5.906153
5.236249,6.5208306
4.91808,6.747524
6.080908,7.6574144
5.7686906,7.891365
5.4223433,9.048246
5.5283422,7.8872075
4.83095,7.45894
5.1626673,7.5579157
5.26172,7.6485925
4.7020946,7.389602
4.66446,7.331411
7.569784,6.263709
7.6503243,6.2430916
7.699346,6.3272204
4.403077,6.3617744
5.674174,7.639327
6.1514134,8.156373
7.5418987,8.873863
7.5709863,8.94328
7.5417247,8.77178
6.933369,8.030159
6.7788286,6.308429
7.0206356,7.695435
6.198436,9.509517
7.307875,8.9132185
7.1895313,9.924259
7.27934,9.860188
7.263291,9.886492
5.7833395,11.026175
5.693089,10.864257
5.4840374,10.624248
5.3357124,9.950221
5.7996345,8.999441
5.8228626,9.033276
6.179833,9.033038
6.6736255,9.177486
7.5015974,9.310946
7.6467214,9.779324
6.626259,10.291226
6.600508,11.304936
6.7147756,11.481184
6.77055,11.42212
6.7463746,11.522175
6.9936757,11.9203205
7.190137,12.38098
7.1632833,12.398632
7.0916114,12.31494
7.0919943,12.323851
5.3697023,12.773126
5.307257,12.767092
5.9395137,12.522869
5.9259167,12.484931
6.2091665,11.839084
6.4077606,11.57657
6.8202972,11.262434
6.325401,11.457701
6.30013,11.544894
6.26776,11.54251
6.2381535,11.676224
6.2151604,11.732048
6.252621,11.908096
6.2446656,12.824541
6.0869327,12.913717
6.0581217,12.893208
6.4289775,12.766279
6.8471465,12.834326
7.244026,12.586928
7.4650397,12.468524
7.464005,12.494468
7.378177,12.538448
7.3647785,12.537017
7.223829,12.571351
6.064192,12.916686
6.128127,12.872912
6.176139,12.793838
5.9954066,12.9516735
6.077184,12.970771
5.9130425,13.148246
6.1505227,12.975877
6.1836357,12.88669
6.1914005,12.862972
6.143278,12.499407
6.115084,12.21334
6.114409,11.97655
6.114609,11.871992
6.2126584,11.344128
6.085736,11.582562
6.0702147,12.009045
6.0971646,12.038784
6.138201,12.048479
6.1135654,12.189415
7.7701087,9.935877
6.6526766,11.2024145
6.4304595,11.296241
6.2111073,11.27169
6.093271,11.570686
6.0964823,11.532019
6.007885,11.744765
5.990196,11.64313
5.9895926,11.650181
5.9973555,11.704996
6.036073,11.76793
6.1004033,11.547352
6.0401216,11.94354
6.0654807,11.8994055
6.0883236,11.507054
6.2885323,10.45555
7.0153055,9.1034355
7.129921,8.98157
7.071916,9.275735
6.5852227,10.141692
6.5841465,10.166425
6.467495,10.257725
6.39612,10.54374
6.5604286,10.36892
6.4239492,10.617064
6.553255,10.3553915
6.429997,10.492901
6.4638925,10.463275
6.002462,11.669275
6.0093665,11.687673
6.0544634,11.769813
6.063868,12.063518
6.064656,12.170248
6.067897,12.147286
5.98181,12.494339
6.11068,11.636301
6.3050356,11.216492
7.3618383,10.241911
8.338954,9.803179
8.300252,9.767973
8.219068,9.645938
8.154628,9.518806
7.8944325,9.286749
9.429204,5.8935256
9.044422,6.5409923
9.491308,6.3021903
10.358401,5.628417
10.134298,5.693376
10.141589,5.6796446
10.025762,5.6897764
9.686948,5.7086024
9.051232,5.8835716
7.116263,7.4325886
7.2520022,7.42228
6.929376,7.8945174
6.858129,7.562878
6.4805174,7.3600926
6.6108828,7.344083
4.3372564,7.40561
4.173695,7.3878365
3.3700287,6.931096
3.1635816,6.6158023
2.9710336,5.8328133
3.0159419,5.8056507
3.047384,6.0205054
3.0496616,6.033999
3.2490227,5.486525
4.8939943,5.05801
5.1025186,4.9941845
5.3716598,5.004873
5.4517817,4.978881
5.567678,4.952866
5.6215014,4.99129
5.631391,5.057798
5.6838765,4.967897
5.664305,5.2524576
5.89049,5.726739
5.3922486,6.6420603
5.027214,6.8670816
5.0618525,7.142354
6.0031033,7.7206497
5.927119,7.76561
5.5330806,8.158492
5.4229913,7.9083247
5.2369895,7.807318
4.653723,7.4563026
4.613184,7.376699
3.7221138,6.989996
7.5183067,6.334188
7.494442,6.5655622
5.4613566,7.579908
6.4985857,10.320405
6.538333,10.896171
6.552465,10.914525
6.561691,10.98323
6.562374,10.997123
6.584483,10.415394
6.604559,10.158382
6.5155144,8.693744
6.229677,8.485984
7.0116,7.931196
7.436347,7.4065795
7.8209934,7.484616
7.979037,6.960336
8.240584,6.70076
8.194852,6.686863
8.404714,6.902165
6.8705235,9.240624
6.819373,9.305609
6.8375044,9.2523985
6.867652,9.245955
6.858385,9.240444
6.854014,9.279567
6.513403,10.143916
6.547173,10.665343
6.569913,10.8797455
6.637201,11.180616
6.635165,11.273094
6.7526774,11.318825
6.791597,11.339598
6.7715416,11.507642
6.8870697,11.750057
6.9222226,11.675423
6.9227076,11.778265
5.7345176,12.302062
5.6415153,12.504642
5.5954347,12.958972
5.8515263,13.915629
5.856118,13.911182
5.850264,13.907241
5.9458647,13.620215
6.0662527,13.184183
5.9177003,12.769761
5.9360557,12.727106
5.889162,12.804209
5.93873,12.757142
5.9705534,12.712382
5.9439673,12.735283
5.8586364,12.7038965
5.574334,12.744951
5.5717626,12.731447
5.6627216,12.736423
6.02905,12.776317
6.461015,12.861531
6.6208653,12.860927
6.7534246,12.756849
6.8452225,12.710563
6.4841843,12.789676
5.9689264,13.281676
5.468012,13.219653
5.341117,13.182478
5.5861535,13.412194
5.814663,13.718884
5.827067,13.674784
5.7652283,13.424228
5.774094,13.308192
5.622786,13.161287
5.485683,12.987271
5.4446363,12.7962885
5.4748874,12.702755
5.4887514,12.611856
5.281187,12.14436
5.488451,12.596281
5.5186734,12.588206
5.4140234,12.31751
5.742642,11.517411
5.777216,11.471091
6.034667,11.223292
6.2942476,10.984415
6.225491,11.119557
6.071343,11.298913
5.419705,11.987955
5.3867154,12.015299
5.4031076,12.051928
5.3561163,12.040918
5.3567195,12.019621
5.392193,11.93416
5.5297112,11.818923
5.6245646,11.6892185
5.6386924,11.638092
5.684768,11.590538
5.671688,11.620126
5.6824565,11.596504
5.6946673,11.5835705
5.7114773,11.56694
5.8127584,11.480507
6.141828,8.391595
5.8839755,7.728519
5.8869524,7.7102675
5.882845,7.703212
5.90264,7.6773233
5.894978,7.680538
5.8769984,7.673188
5.88932,7.6948028
5.8886523,7.740371
5.9293957,8.183083
6.2148128,9.192999
6.0130777,8.718779
6.040686,8.796807
6.334065,9.489596
6.152567,8.399639
6.073244,8.3480215
6.0788107,8.259598
4.4618325,7.185659
4.2470865,6.9006333
4.2541795,6.907456
6.383928,7.5010257
4.1800613,8.2753725
6.104068,7.5217886
4.7344627,7.0443716
5.2293,7.343632
5.6166,7.7579837
6.4076858,10.150793
6.4465656,10.186912
6.396517,8.680199
6.457452,8.673545
6.444049,8.667558
6.4976273,8.302489
6.5563803,8.283569
6.5680575,8.216723
6.567057,8.153776
6.6900516,8.838965
6.331428,9.352703
6.2163167,9.589854
6.189043,9.636557
6.195893,9.62055
6.223025,9.637839
6.203067,9.643862
5.8664045,10.799153
5.874177,10.772512
6.039173,10.598624
6.2554417,10.376549
6.2874293,10.351598
6.2845573,10.3830385
6.3022313,10.429302
6.3055987,10.423746
6.315771,10.439992
6.3571296,10.572721
5.910112,11.268147
5.8371587,11.55285
5.778462,11.707776
5.667413,11.936475
5.7013197,12.057698
5.6205897,12.035873
5.606821,12.032989
5.5837007,12.064717
5.647635,11.978267
5.597266,12.083544
5.6108704,12.0608635
5.8566113,11.766248
5.9956584,11.197862
6.028394,11.15061
6.0435567,11.097904
6.033187,11.148557
6.0242615,11.094591
6.0557804,11.053761
6.0483375,11.054019
6.0890875,10.930264
6.1171346,10.921668
6.0180526,7.7275743
5.9911404,7.683958
5.9947057,7.6633925
5.974846,7.66427
5.950403,7.6105013
5.9180436,7.6335716
5.943614,7.6042705
5.953655,7.610575
5.9375186,7.615545
5.9368353,7.6082954
5.950705,7.578099
5.844998,7.7786613
5.815519,7.8348265
5.810157,7.843337
5.785631,7.8409314
5.8069377,7.8591986
5.8056135,7.8564706
5.7976155,7.846697
5.8135595,7.859169
5.812465,7.854306
5.7967916,7.860493
5.8393893,7.954519
6.367763,10.059438
6.415111,10.185874
6.387425,10.086362
6.131955,8.194038
6.733524,5.824373
6.783604,5.7036138
6.807442,5.926936
6.7542243,6.1555247
6.7922525,6.191535
6.5523114,8.107848
6.532838,8.372388
5.9782534,10.407801
5.5138116,12.323244
5.3529744,12.168324
5.318804,11.0562525
5.2608685,10.528507
5.1662936,8.899795
5.089927,8.921631
5.1394506,9.064401
5.3236613,8.407393
4.3778076,7.496297
4.3925915,7.5046554
4.344846,7.5567994
4.434678,7.6348476
4.6723385,7.710617
5.0106397,7.577759
5.6486726,7.6442146
5.7336473,7.506003
6.62777,6.880629
6.116785,5.982134
6.017464,5.9305673
7.4423065,7.0240974
7.374256,7.2927365
7.4447722,8.347374
7.3574004,8.737718
7.1912413,9.822322
7.1562176,10.058742
7.045926,9.978838
7.0222926,9.809563
6.950443,9.546671
6.4329643,9.474838
6.259302,9.312018
5.6642876,7.9299126
7.6596055,6.6347027
8.270936,6.553975
8.8289175,5.4263005
8.816649,5.4272823
8.8392315,5.44989
8.778931,5.3670053
7.626148,6.5193267
7.637514,6.546582
7.6361294,6.570313
7.6349583,6.5782022
7.707288,6.621741
7.800057,6.607089
7.7811327,6.6045756
7.6665497,6.6565337
5.718883,8.452421
5.7617283,8.4588995
5.7499833,8.477031
5.714635,8.471103
5.674213,8.489729
5.759212,8.460686
5.7463627,8.451556
5.100491,8.5076275
5.3218365,8.48073
5.102671,8.478703
5.0011644,8.355294
4.8700747,8.141065
4.5838075,7.819294
4.561591,7.743328
4.571779,7.7581406
3.196,6.7815027
2.9782667,6.5360055
2.8910155,6.1846056
2.7980204,5.9190884
2.783947,5.857885
2.7796087,5.828979
2.758178,5.8225656
2.7515616,5.8265514
2.7529426,5.815159
2.6861556,5.8707657
2.4975176,6.7373457
1.0290974,7.0089383
0.98576814,7.026551
0.98891693,7.0224357
0.97370076,6.9975257
1.011,6.983167
0.9862137,7.020466
0.9190832,7.0388293
0.808986,6.7642126
0.811527,6.831369
0.80189806,6.9755335
0.7818126,6.899472
0.778615,6.7814255
0.91391176,6.891111
1.3575752,6.6886215
1.4088737,6.2077427
2.279679,5.776273
2.3939593,5.679842
2.5678754,5.551525
2.614794,5.5169063
2.6601942,5.4754457
2.6635818,5.6435714
2.7016416,5.93967
2.5882719,6.457575
2.647704,7.0162907
2.8208404,7.253966
2.9888926,7.591211
2.8513935,8.060812
2.7922473,8.105522
2.8393023,8.085515
2.770253,8.04267
2.4763722,7.9105635
2.5343657,7.7982006
2.4194615,7.4369373
2.3933568,7.364885
2.3864532,7.382345
2.3705633,7.3596535
2.4431043,7.552544
2.8548396,7.431294
3.3098156,8.147176
3.2228146,7.10834
3.8405282,8.157273
3.8968568,8.1569
3.957053,8.089383
3.9181876,6.239921
3.8524992,6.101205
3.4115963,5.938331
3.5509958,6.1712213
3.5028083,7.2594314
3.5641305,8.358739
3.876004,9.931187
3.7955692,9.988171
3.703199,9.886138
3.5737367,9.991201
3.4986963,10.181753
3.4874513,10.058459
3.2619188,9.400784
3.211726,9.406045
3.5097485,10.259047
3.2373066,9.715309
3.0192215,9.424358
2.8670824,8.353404
2.9455283,8.416902
3.0699818,8.726326
3.5559413,9.559905
4.5550103,10.926665
4.7156744,11.9574375
4.6985083,11.99242
4.3315024,11.186546
5.521239,8.630481
4.764433,7.9851074
4.1685863,8.963907
4.2654777,11.135385
4.6151924,11.402173
4.642059,11.764346
4.6931095,11.9921665
4.7093987,12.163569
4.728654,12.342249
4.743654,12.375581
4.7417755,12.353175
4.948286,12.565314
4.8237906,12.467828
4.669774,12.214139
4.0512743,11.525475
3.9622967,11.263908
3.95023,11.198381
3.9803684,11.242136
4.1349177,11.449016
5.169493,12.04987
4.9925942,12.637865
5.017194,12.657434
4.997994,12.675355
5.003032,12.669215
4.988258,12.709261
4.9832554,12.6656275
5.0031953,12.67318
5.0001864,12.704385
5.03612,12.909403
5.025984,12.957676
4.987931,12.919801
5.019869,12.906485
5.029177,12.874665
5.102716,12.835733
5.1527333,12.733628
4.8778477,12.484185
4.8473663,12.406059
4.684464,12.121254
2.5161543,7.926705
2.4578214,6.760101
2.4812546,6.6888046
2.6312234,6.2150054
2.6667051,6.1272964
2.720067,5.9764967
2.8800192,5.544721
2.9644234,5.5169525
3.0083106,5.5301495
3.020747,5.521663
3.0127287,5.50835
3.0073416,5.597594
2.9461436,5.632066
2.878794,5.747403
2.7402306,5.933355
2.7763355,5.8550286
2.6892314,5.970402
2.680713,6.3602204
2.6850789,7.1448493
2.6637018,7.5216203
2.6398935,7.6050463
2.612288,7.5239987
2.5907514,7.1676397
2.6719532,7.1386695
2.622859,7.3550544
2.6041625,7.2984357
2.661501,7.3776536
3.6393447,7.0769105
2.8882258,6.610258
3.0662098,6.4223075
2.9215293,5.7340198
2.9978306,5.5740423
3.1278095,5.487018
3.1693819,5.4605002
3.253824,5.52759
3.3178933,5.979498
3.426928,6.571699
3.5709689,7.6416306
3.713409,9.05244
3.6567037,9.158768
3.465393,8.289121
3.5965142,8.613284
3.4764361,8.484532
3.6075537,9.2884245
3.6195,9.091156
3.614684,9.223517
3.5917466,9.357315
3.9431922,10.992315
3.9450583,10.942619
3.4881566,9.433953
3.6811056,8.912782
3.941724,8.6805315
3.9498336,8.697049
4.136765,8.749722
3.9690423,9.706976
3.9857972,9.730962
4.2205625,9.878274
4.346525,9.259574
5.894716,8.328716
5.952314,8.437392
5.768666,8.313899
3.9612668,8.942323
4.0444264,9.632003
4.2098107,10.9882345
4.234812,10.995991
4.2078605,11.0081415
4.189282,10.986599
4.1815557,11.069158
4.1595902,11.086518
4.1076856,11.091291
4.1383944,11.45467
4.0895667,11.370708
4.0771084,11.320379
4.0477166,11.300347
4.0342984,11.202488
4.032663,11.104753
4.081928,11.1804285
4.165882,11.304528
6.20603,12.041196
6.197843,10.294067
6.1488466,10.19911
6.836203,10.814063
6.7669797,10.871412
1.7913752,12.67996
1.798207,12.646696
6.1038785,11.042838
3.8958132,8.811345
4.8880305,8.51007
5.043203,8.878113
4.941977,8.83104
3.6895201,8.697613
3.2163024,8.143355
2.386656,7.407931
2.560054,7.4451885
2.8023465,7.298667
2.767468,7.262683
2.7561913,7.284016
2.6345768,7.2335057
2.8501148,7.300655
2.7732682,7.110476
2.6235268,7.0061073
2.5967743,6.8934655
3.0791142,5.001255
2.4945827,4.9611764
2.5934522,4.8680644
2.4224386,5.007797
2.4482443,4.995519
3.2635689,5.8872247
2.4278986,7.0326767
3.0827265,7.968852
2.2479675,7.8655424
1.9444326,8.052083
1.9276624,6.369517
1.282879,5.642923
1.3372973,5.593599
1.2914255,5.6196923
1.3394303,5.65555
1.3198887,5.708771
1.2952992,5.7230363
1.2521034,5.7972393
1.2604297,5.7590938
1.2152959,5.8247294
1.4555217,5.806051
2.5505571,6.673458
2.4725444,5.9375024
2.529482,5.480172
2.8049753,5.352346
2.8628078,5.27093
2.8628707,5.2455926
2.8708923,5.28976
2.868594,5.290164
2.8704925,5.3219457
2.8444405,5.4562
2.761956,6.206768
2.6927357,6.4287376
2.797914,6.1500072
2.7715223,6.159537
2.7721705,6.183513
2.7761674,6.163853
2.730063,6.223335
2.1642618,7.03141
2.5648587,7.667332
2.512,7.6560965
2.5487757,7.6538444
2.5241597,7.6283245
1.9429643,7.0387535
2.088512,6.9985375
2.5841765,6.607354
2.6335764,6.5306296
2.660918,6.125657
2.8346741,5.712073
2.8815908,5.369536
2.870163,5.330102
2.8965871,5.2791524
2.8789725,5.269186
2.9837167,5.5597
3.0190067,6.091072
3.4414606,8.387339
3.6561604,9.806098
2.8941784,9.228817
3.0361836,9.596121
2.9209373,9.516831
2.8776314,9.218151
2.9421866,9.030449
2.6305325,7.832218
2.5860074,7.6214094
2.5805295,7.6570706
2.5887222,7.590659
2.5600536,7.5874615
2.577721,7.6367373
2.5731742,7.682499
2.92356,7.371692
3.245201,7.0827093
2.9174776,6.67058
3.1470385,6.6500983
4.7187643,7.9285755
4.7893023,7.8347178
4.799232,7.8299975
5.646428,6.264857
5.100732,6.505345
5.0354567,7.4776564
4.641126,7.859694
3.933846,9.223128
4.5264554,10.3751545
0.8848947,12.586857
0.7182082,12.808929
0.7044522,12.8668165
4.1230702,10.436711
4.201841,10.445489
4.2929664,10.42899
4.0345707,10.3219185
3.733798,10.1807785
3.7134495,9.998892
3.6557157,9.595177
3.738766,9.363067
3.9796503,9.072893
4.2681937,9.331905
4.8875427,10.241785
5.212578,11.9952545
5.1813145,12.128967
5.172488,12.476888
5.0323668,12.671238
4.95013,12.703146
5.0719676,12.755987
5.213387,12.740193
5.232396,12.758554
5.121785,13.030866
4.9828587,13.229578
2.5410342,14.83502
2.5365002,14.824158
2.4674041,14.927229
2.738345,14.7461605
2.7891567,14.666961
2.9954662,14.548065
5.224902,12.651774
5.214406,12.631769
5.1961036,12.641859
5.1966367,12.634939
5.2099547,12.642032
5.2627416,12.604154
5.298052,12.645211
5.373078,12.668903
5.3619485,12.692398
5.3996367,12.733061
5.6173477,12.690875
5.7299047,12.561145
5.829422,12.399276
5.712918,12.487514
5.438203,12.690998
2.0253599,14.235445
1.8382727,14.2874155
1.2453182,15.69542
1.192245,15.79397
1.1904917,15.779709
1.1410804,15.775655
1.0813448,15.719004
2.7720938,6.653104
2.723203,6.243896
2.7875528,5.9001927
2.6998372,6.3117375
2.3369956,6.6908865
2.310611,6.691883
2.3660977,6.7099338
2.4517426,6.579264
2.384848,5.845799
2.3702157,5.68943
2.5788853,5.5282373
2.8468752,5.314047
2.8436058,5.307615
2.8721008,5.290549
2.857552,5.2912683
2.7428434,5.354256
2.585687,5.3845086
2.2731771,6.8593616
2.5503058,8.546733
2.6071556,8.515968
2.6143632,8.747939
2.5829113,8.760316
2.5478485,8.7913065
2.3049946,8.742252
2.5725186,9.395008
3.2172222,9.853374
3.0353389,9.584571
2.834484,9.348751
1.4652236,8.134874
1.4474218,8.124419
2.538608,7.632892
2.6401625,6.8417826
2.7161,6.746742
2.5433817,6.7057166
2.736554,6.60728
2.922523,6.6303763
3.1592138,7.0104265
3.6630497,8.349203
3.784783,9.714384
3.9847875,9.061433
3.7216048,9.241582
3.5733504,9.822815
3.50602,10.324115
3.7204485,11.304607
3.736668,11.238283
3.367382,9.993175
3.3722124,10.283848
3.6718519,11.332959
3.6827807,11.256099
3.6230936,11.148855
3.2796705,10.01943
3.0154562,9.685818
3.0507097,9.632968
2.9196742,9.574891
2.9915264,9.654452
3.059419,9.689792
3.166249,9.6482725
3.4320564,9.598228
3.5468433,9.528021
3.7447214,9.657186
3.8109393,9.253753
3.8678925,9.200456
3.7943735,9.277413
4.492609,10.877522
4.4229355,11.419104
4.346875,11.575672
4.4534683,12.304076
4.4693713,12.337394
4.38025,12.268974
4.2470574,12.022736
4.154112,11.945329
4.124475,11.911549
4.393752,12.358465
4.466799,12.411604
4.042114,11.518022
4.044676,11.56667
4.0421457,11.550902
3.9835358,11.303064
4.0118084,11.349669
3.996573,11.149491
3.95126,10.974558
4.027039,11.148851
4.0658517,11.231038
4.1288295,11.320263
4.287932,11.520124
4.8288865,12.544482
4.939336,12.747898
4.923966,12.683461
4.1007104,11.34762
4.07039,11.035609
3.6437368,10.418726
4.0495443,11.112388
3.9919453,11.165579
3.5440838,10.19482
3.9894388,11.16588
3.9657285,11.005751
3.987157,11.087643
3.971903,11.112672
3.9593182,11.2272005
3.9275453,11.549815
3.8860006,11.651156
3.9009576,11.638364
3.9383357,11.606983
3.9496517,11.561981
4.1935887,11.922302
4.5154996,12.448651
4.720228,12.632186
4.9832716,12.876212
5.5915346,13.383842
5.6904926,13.4225445
5.745925,13.332651
4.6993093,12.170935
4.8549314,12.142912
4.948007,12.093542
4.584181,12.219615
4.4867725,12.232551
4.4893093,12.316309
4.496498,12.310228
4.4993463,12.330148
4.456942,12.384558
4.47155,12.379897
4.502342,12.354377
3.961149,10.835542
3.2028039,7.0708976
2.7929475,6.017358
2.836905,6.2046437
2.8408313,5.923113
2.813556,5.9436383
2.7873025,6.010981
2.941843,5.5464497
3.011768,5.5114856
2.9940057,5.400989
2.9708116,5.213326
2.9928448,5.142507
2.9689093,5.176594
2.9150836,5.234484
2.6376994,5.3849206
2.7090445,6.0548697
2.5385082,6.8675866
2.3678184,7.00281
2.2775047,6.895524
2.4373138,6.725613
2.3450272,6.965853
0.95201254,6.7877765
0.9807111,6.7726426
0.9947656,6.7327576
0.9671343,6.7683477
0.9627103,6.7661905
0.9142246,6.7965508
0.9389747,6.7835407
1.028654,6.7107253
2.5193446,7.009249
2.780137,6.68007
2.665875,6.6000605
2.592286,6.4770794
2.5470762,6.3004756
2.6111295,6.2385283
2.7136178,6.02698
2.8540864,5.837063
2.9671967,5.9115353
2.8179138,6.459766
3.2778628,8.149004
2.9848118,8.853018
3.1842678,9.383071
3.1514554,9.361988
3.5381286,9.468052
3.5464697,9.500556
3.9165273,11.028503
3.7921596,11.400204
3.8606174,11.305698
3.9647882,11.07817
3.983118,11.034679
3.633777,9.199431
3.6424024,9.104727
3.675752,9.149143
3.6455777,9.282988
4.0350223,11.044345
4.0303464,11.152482
5.1880174,12.027741
5.178125,12.043763
5.1488657,12.03233
5.2034926,11.990508
5.205022,12.011548
5.225627,12.09441
4.7940245,12.5636
