stationId,latitude,longitude,year,month,day,wd,WSPM,AQI,Notes
changping,40.21965,116.2255,2013,6,7,143.44,0.87,4.0,Urban
changping,40.21965,116.2255,2013,6,8,134.06,0.7,4.0,Urban
changping,40.21965,116.2255,2013,6,9,269.06,0.9,2.0,Urban
changping,40.21965,116.2255,2013,6,10,152.81,0.93,1.0,Urban
changping,40.21965,116.2255,2013,6,11,133.12,1.78,2.0,Urban
changping,40.21965,116.2255,2013,6,12,111.56,1.48,2.0,Urban
changping,40.21965,116.2255,2013,6,13,146.25,1.62,2.0,Urban
changping,40.21965,116.2255,2013,6,14,127.5,2.29,3.0,Urban
changping,40.21965,116.2255,2013,6,15,95.62,1.11,4.0,Urban
changping,40.21965,116.2255,2013,6,16,183.75,0.64,5.0,Urban
changping,40.21965,116.2255,2013,6,17,153.75,1.32,2.0,Urban
changping,40.21965,116.2255,2013,6,18,112.5,1.45,2.0,Urban
changping,40.21965,116.2255,2013,6,19,167.81,1.36,2.0,Urban
changping,40.21965,116.2255,2013,6,20,165.94,0.98,2.0,Urban
changping,40.21965,116.2255,2013,6,21,190.31,1.54,2.0,Urban
changping,40.21965,116.2255,2013,6,22,156.56,1.03,1.0,Urban
changping,40.21965,116.2255,2013,6,23,127.5,1.39,1.0,Urban
changping,40.21965,116.2255,2013,6,24,135.94,1.51,2.0,Urban
changping,40.21965,116.2255,2013,6,25,140.62,1.2,2.0,Urban
changping,40.21965,116.2255,2013,6,26,131.25,1.32,3.0,Urban
changping,40.21965,116.2255,2013,6,27,132.19,1.42,2.0,Urban
changping,40.21965,116.2255,2013,6,28,105.0,1.4,5.0,Urban
changping,40.21965,116.2255,2013,6,29,184.69,0.95,3.0,Urban
changping,40.21965,116.2255,2013,6,30,151.88,0.86,5.0,Urban
changping,40.21965,116.2255,2013,7,1,128.44,1.1,5.0,Urban
changping,40.21965,116.2255,2013,7,2,219.38,2.34,1.0,Urban
changping,40.21965,116.2255,2013,7,3,150.94,1.2,1.0,Urban
changping,40.21965,116.2255,2013,7,4,162.19,1.4,1.0,Urban
changping,40.21965,116.2255,2013,7,5,158.44,1.24,1.0,Urban
changping,40.21965,116.2255,2013,7,6,140.62,1.9,2.0,Urban
changping,40.21965,116.2255,2013,7,7,170.62,1.57,2.0,Urban
changping,40.21965,116.2255,2013,7,8,131.25,1.05,2.0,Urban
changping,40.21965,116.2255,2013,7,9,194.06,0.81,2.0,Urban
changping,40.21965,116.2255,2013,7,10,216.56,0.9,1.0,Urban
changping,40.21965,116.2255,2013,7,11,148.12,0.78,1.0,Urban
changping,40.21965,116.2255,2013,7,12,120.0,1.35,2.0,Urban
changping,40.21965,116.2255,2013,7,13,130.31,1.3,4.0,Urban
changping,40.21965,116.2255,2013,7,14,109.69,1.91,4.0,Urban
changping,40.21965,116.2255,2013,7,15,183.75,0.81,1.0,Urban
changping,40.21965,116.2255,2013,7,16,215.62,2.17,1.0,Urban
changping,40.21965,116.2255,2013,7,17,149.06,1.42,2.0,Urban
changping,40.21965,116.2255,2013,7,18,114.38,1.98,5.0,Urban
changping,40.21965,116.2255,2013,7,19,188.44,0.63,3.0,Urban
changping,40.21965,116.2255,2013,7,20,179.06,1.26,2.0,Urban
changping,40.21965,116.2255,2013,7,21,182.81,1.33,3.0,Urban
changping,40.21965,116.2255,2013,7,22,120.0,0.87,3.0,Urban
changping,40.21965,116.2255,2013,7,23,117.19,1.44,3.0,Urban
changping,40.21965,116.2255,2013,7,24,182.81,1.55,1.0,Urban
changping,40.21965,116.2255,2013,7,25,188.44,1.81,2.0,Urban
changping,40.21965,116.2255,2013,7,26,189.38,1.03,2.0,Urban
changping,40.21965,116.2255,2013,7,27,128.44,0.61,3.0,Urban
changping,40.21965,116.2255,2013,7,28,117.19,1.48,1.0,Urban
changping,40.21965,116.2255,2013,7,29,122.81,0.82,2.0,Urban
changping,40.21965,116.2255,2013,7,30,168.75,1.76,3.0,Urban
changping,40.21965,116.2255,2013,7,31,150.0,2.02,1.0,Urban
changping,40.21965,116.2255,2013,8,1,122.81,1.0,1.0,Urban
changping,40.21965,116.2255,2013,8,2,122.81,1.28,2.0,Urban
changping,40.21965,116.2255,2013,8,3,146.25,1.55,1.0,Urban
changping,40.21965,116.2255,2013,8,4,144.38,1.51,2.0,Urban
changping,40.21965,116.2255,2013,8,5,163.12,1.05,2.0,Urban
changping,40.21965,116.2255,2013,8,6,165.94,1.1,4.0,Urban
changping,40.21965,116.2255,2013,8,7,190.31,1.3,1.0,Urban
changping,40.21965,116.2255,2013,8,8,197.81,1.89,1.0,Urban
changping,40.21965,116.2255,2013,8,9,114.38,1.48,1.0,Urban
changping,40.21965,116.2255,2013,8,10,122.81,1.23,3.0,Urban
changping,40.21965,116.2255,2013,8,11,195.94,1.51,4.0,Urban
changping,40.21965,116.2255,2013,8,12,130.31,1.38,2.0,Urban
changping,40.21965,116.2255,2013,8,13,120.0,1.62,3.0,Urban
changping,40.21965,116.2255,2013,8,14,165.0,1.27,3.0,Urban
changping,40.21965,116.2255,2013,8,15,95.62,1.46,4.0,Urban
changping,40.21965,116.2255,2013,8,16,130.31,1.08,4.0,Urban
changping,40.21965,116.2255,2013,8,17,174.38,2.12,2.0,Urban
changping,40.21965,116.2255,2013,8,18,149.06,1.57,1.0,Urban
changping,40.21965,116.2255,2013,8,19,101.25,1.22,1.0,Urban
changping,40.21965,116.2255,2013,8,20,180.94,1.05,3.0,Urban
changping,40.21965,116.2255,2013,8,21,140.62,1.31,3.0,Urban
changping,40.21965,116.2255,2013,8,22,147.19,0.68,3.0,Urban
changping,40.21965,116.2255,2013,8,23,115.31,1.13,2.0,Urban
changping,40.21965,116.2255,2013,8,24,131.25,1.15,1.0,Urban
changping,40.21965,116.2255,2013,8,25,125.62,1.52,2.0,Urban
changping,40.21965,116.2255,2013,8,26,96.56,2.31,2.0,Urban
changping,40.21965,116.2255,2013,8,27,92.81,1.96,2.0,Urban
changping,40.21965,116.2255,2013,8,28,112.5,1.2,2.0,Urban
changping,40.21965,116.2255,2013,8,29,221.25,2.89,1.0,Urban
changping,40.21965,116.2255,2013,8,30,144.38,1.72,1.0,Urban
changping,40.21965,116.2255,2013,8,31,131.25,1.3,1.0,Urban
changping,40.21965,116.2255,2013,9,1,165.0,1.12,2.0,Urban
changping,40.21965,116.2255,2013,9,2,162.19,1.22,2.0,Urban
changping,40.21965,116.2255,2013,9,3,178.12,1.28,3.0,Urban
changping,40.21965,116.2255,2013,9,4,151.88,1.12,2.0,Urban
changping,40.21965,116.2255,2013,9,5,120.0,1.49,1.0,Urban
changping,40.21965,116.2255,2013,9,6,133.12,1.63,2.0,Urban
changping,40.21965,116.2255,2013,9,7,180.94,1.09,2.0,Urban
changping,40.21965,116.2255,2013,9,8,144.38,1.01,2.0,Urban
changping,40.21965,116.2255,2013,9,9,135.94,1.04,2.0,Urban
changping,40.21965,116.2255,2013,9,10,151.88,1.48,2.0,Urban
changping,40.21965,116.2255,2013,9,11,97.5,1.06,2.0,Urban
changping,40.21965,116.2255,2013,9,12,159.38,0.82,4.0,Urban
changping,40.21965,116.2255,2013,9,13,103.12,0.73,2.0,Urban
changping,40.21965,116.2255,2013,9,14,119.06,1.47,1.0,Urban
changping,40.21965,116.2255,2013,9,15,127.5,1.13,2.0,Urban
changping,40.21965,116.2255,2013,9,16,197.81,1.04,2.0,Urban
changping,40.21965,116.2255,2013,9,17,144.38,0.6,3.0,Urban
changping,40.21965,116.2255,2013,9,18,120.94,1.16,3.0,Urban
changping,40.21965,116.2255,2013,9,19,127.5,0.64,3.0,Urban
changping,40.21965,116.2255,2013,9,20,169.69,1.05,1.0,Urban
changping,40.21965,116.2255,2013,9,21,106.88,0.96,2.0,Urban
changping,40.21965,116.2255,2013,9,22,149.06,0.8,3.0,Urban
changping,40.21965,116.2255,2013,9,23,240.94,1.68,2.0,Urban
changping,40.21965,116.2255,2013,9,24,190.31,1.82,2.0,Urban
changping,40.21965,116.2255,2013,9,25,190.31,1.86,1.0,Urban
changping,40.21965,116.2255,2013,9,26,145.31,1.11,2.0,Urban
changping,40.21965,116.2255,2013,9,27,189.38,1.03,4.0,Urban
changping,40.21965,116.2255,2013,9,28,165.94,0.96,6.0,Urban
changping,40.21965,116.2255,2013,9,29,181.07,0.45,5.0,Urban
changping,40.21965,116.2255,2013,9,30,80.62,0.81,4.0,Urban
changping,40.21965,116.2255,2013,10,1,145.31,0.9,2.0,Urban
changping,40.21965,116.2255,2013,10,2,213.75,1.72,1.0,Urban
changping,40.21965,116.2255,2013,10,3,168.75,1.41,2.0,Urban
changping,40.21965,116.2255,2013,10,4,174.38,0.91,4.0,Urban
changping,40.21965,116.2255,2013,10,5,191.25,0.95,6.0,Urban
changping,40.21965,116.2255,2013,10,6,170.62,0.98,5.0,Urban
changping,40.21965,116.2255,2013,10,7,203.44,1.69,2.0,Urban
changping,40.21965,116.2255,2013,10,8,118.12,1.03,2.0,Urban
changping,40.21965,116.2255,2013,10,9,196.88,0.78,4.0,Urban
changping,40.21965,116.2255,2013,10,10,254.06,2.9,2.0,Urban
changping,40.21965,116.2255,2013,10,11,135.0,1.12,2.0,Urban
changping,40.21965,116.2255,2013,10,12,240.0,0.87,2.0,Urban
changping,40.21965,116.2255,2013,10,13,185.62,0.75,2.0,Urban
changping,40.21965,116.2255,2013,10,14,149.06,1.55,1.0,Urban
changping,40.21965,116.2255,2013,10,15,139.69,1.39,1.0,Urban
changping,40.21965,116.2255,2013,10,16,170.62,1.15,2.0,Urban
changping,40.21965,116.2255,2013,10,17,181.88,1.17,4.0,Urban
changping,40.21965,116.2255,2013,10,18,191.25,0.82,5.0,Urban
changping,40.21965,116.2255,2013,10,19,196.88,2.51,2.0,Urban
changping,40.21965,116.2255,2013,10,20,97.5,0.88,2.0,Urban
changping,40.21965,116.2255,2013,10,21,179.06,1.0,2.0,Urban
changping,40.21965,116.2255,2013,10,22,184.69,1.48,4.0,Urban
changping,40.21965,116.2255,2013,10,23,207.19,2.42,2.0,Urban
changping,40.21965,116.2255,2013,10,24,273.75,2.79,1.0,Urban
changping,40.21965,116.2255,2013,10,25,216.56,1.71,2.0,Urban
changping,40.21965,116.2255,2013,10,26,164.06,0.76,2.0,Urban
changping,40.21965,116.2255,2013,10,27,181.88,0.86,4.0,Urban
changping,40.21965,116.2255,2013,10,28,165.0,1.0,6.0,Urban
changping,40.21965,116.2255,2013,10,29,234.38,1.59,1.0,Urban
changping,40.21965,116.2255,2013,10,30,155.62,1.15,2.0,Urban
changping,40.21965,116.2255,2013,10,31,185.62,0.89,4.0,Urban
changping,40.21965,116.2255,2013,11,1,169.69,0.95,5.0,Urban
changping,40.21965,116.2255,2013,11,2,150.0,0.81,5.0,Urban
changping,40.21965,116.2255,2013,11,3,130.31,2.35,2.0,Urban
changping,40.21965,116.2255,2013,11,4,169.69,1.1,2.0,Urban
changping,40.21965,116.2255,2013,11,5,146.25,0.97,3.0,Urban
changping,40.21965,116.2255,2013,11,6,263.44,3.42,3.0,Urban
changping,40.21965,116.2255,2013,11,7,178.12,1.3,2.0,Urban
changping,40.21965,116.2255,2013,11,8,207.19,1.06,3.0,Urban
changping,40.21965,116.2255,2013,11,9,157.5,2.8,3.0,Urban
changping,40.21965,116.2255,2013,11,10,283.12,4.45,1.0,Urban
changping,40.21965,116.2255,2013,11,11,169.69,1.76,2.0,Urban
changping,40.21965,116.2255,2013,11,12,92.81,1.21,2.0,Urban
changping,40.21965,116.2255,2013,11,13,137.81,0.6,4.0,Urban
changping,40.21965,116.2255,2013,11,14,241.88,2.32,2.0,Urban
changping,40.21965,116.2255,2013,11,15,248.44,1.72,3.0,Urban
changping,40.21965,116.2255,2013,11,16,216.56,2.7,2.0,Urban
changping,40.21965,116.2255,2013,11,17,177.19,2.45,1.0,Urban
changping,40.21965,116.2255,2013,11,18,87.19,2.37,1.0,Urban
changping,40.21965,116.2255,2013,11,19,114.38,1.5,1.0,Urban
changping,40.21965,116.2255,2013,11,20,162.19,0.93,2.0,Urban
changping,40.21965,116.2255,2013,11,21,169.69,1.16,2.0,Urban
changping,40.21965,116.2255,2013,11,22,103.7,0.76,4.0,Urban
changping,40.21965,116.2255,2013,11,23,206.41,1.55,3.0,Urban
changping,40.21965,116.2255,2013,11,24,238.12,2.04,2.0,Urban
changping,40.21965,116.2255,2013,11,25,179.06,2.5,1.0,Urban
changping,40.21965,116.2255,2013,11,26,210.0,3.51,1.0,Urban
changping,40.21965,116.2255,2013,11,27,308.44,5.0,1.0,Urban
changping,40.21965,116.2255,2013,11,28,270.94,5.1,1.0,Urban
changping,40.21965,116.2255,2013,11,29,250.31,2.84,2.0,Urban
changping,40.21965,116.2255,2013,11,30,165.94,2.15,1.0,Urban
changping,40.21965,116.2255,2013,12,1,210.0,2.23,2.0,Urban
changping,40.21965,116.2255,2013,12,2,184.69,1.0,5.0,Urban
changping,40.21965,116.2255,2013,12,3,176.25,1.69,2.0,Urban
changping,40.21965,116.2255,2013,12,4,151.88,1.72,2.0,Urban
changping,40.21965,116.2255,2013,12,5,171.56,1.98,1.0,Urban
changping,40.21965,116.2255,2013,12,6,165.0,0.96,3.0,Urban
changping,40.21965,116.2255,2013,12,7,133.12,0.83,5.0,Urban
changping,40.21965,116.2255,2013,12,8,257.81,2.25,4.0,Urban
changping,40.21965,116.2255,2013,12,9,216.56,2.43,1.0,Urban
changping,40.21965,116.2255,2013,12,10,227.81,2.96,2.0,Urban
changping,40.21965,116.2255,2013,12,11,256.88,2.8,1.0,Urban
changping,40.21965,116.2255,2013,12,12,105.0,2.07,1.0,Urban
changping,40.21965,116.2255,2013,12,13,181.88,1.53,2.0,Urban
changping,40.21965,116.2255,2013,12,14,169.69,2.4,2.0,Urban
changping,40.21965,116.2255,2013,12,15,162.19,0.91,3.0,Urban
changping,40.21965,116.2255,2013,12,16,208.12,0.9,3.0,Urban
changping,40.21965,116.2255,2013,12,17,85.31,1.9,2.0,Urban
changping,40.21965,116.2255,2013,12,18,212.81,2.05,1.0,Urban
changping,40.21965,116.2255,2013,12,19,172.5,1.88,2.0,Urban
changping,40.21965,116.2255,2013,12,20,166.88,2.14,2.0,Urban
changping,40.21965,116.2255,2013,12,21,214.69,1.04,2.0,Urban
changping,40.21965,116.2255,2013,12,22,139.69,0.71,3.0,Urban
changping,40.21965,116.2255,2013,12,23,173.44,0.91,4.0,Urban
changping,40.21965,116.2255,2013,12,24,113.44,0.93,4.0,Urban
changping,40.21965,116.2255,2013,12,25,230.62,2.31,5.0,Urban
changping,40.21965,116.2255,2013,12,26,242.81,3.37,1.0,Urban
changping,40.21965,116.2255,2013,12,27,260.62,2.33,1.0,Urban
changping,40.21965,116.2255,2013,12,28,301.88,4.65,1.0,Urban
changping,40.21965,116.2255,2013,12,29,272.81,3.92,2.0,Urban
changping,40.21965,116.2255,2013,12,30,238.12,3.1,2.0,Urban
changping,40.21965,116.2255,2013,12,31,295.31,3.92,3.0,Urban
changping,40.21965,116.2255,2014,1,1,270.94,3.27,2.0,Urban
changping,40.21965,116.2255,2014,1,2,182.81,1.42,4.0,Urban
changping,40.21965,116.2255,2014,1,3,223.12,2.27,2.0,Urban
changping,40.21965,116.2255,2014,1,4,235.31,1.29,3.0,Urban
changping,40.21965,116.2255,2014,1,5,126.56,1.63,2.0,Urban
changping,40.21965,116.2255,2014,1,6,147.19,1.4,5.0,Urban
changping,40.21965,116.2255,2014,1,7,251.25,2.36,3.0,Urban
changping,40.21965,116.2255,2014,1,8,137.81,2.58,1.0,Urban
changping,40.21965,116.2255,2014,1,9,220.31,2.43,1.0,Urban
changping,40.21965,116.2255,2014,1,10,198.75,2.03,2.0,Urban
changping,40.21965,116.2255,2014,1,11,199.69,1.45,3.0,Urban
changping,40.21965,116.2255,2014,1,12,273.75,2.15,1.0,Urban
changping,40.21965,116.2255,2014,1,13,143.44,1.2,2.0,Urban
changping,40.21965,116.2255,2014,1,14,160.31,1.31,2.0,Urban
changping,40.21965,116.2255,2014,1,15,153.75,1.1,4.0,Urban
changping,40.21965,116.2255,2014,1,16,148.12,1.73,6.0,Urban
changping,40.21965,116.2255,2014,1,17,192.19,2.5,4.0,Urban
changping,40.21965,116.2255,2014,1,18,103.12,2.3,2.0,Urban
changping,40.21965,116.2255,2014,1,19,229.69,2.42,3.0,Urban
changping,40.21965,116.2255,2014,1,20,242.81,3.47,1.0,Urban
changping,40.21965,116.2255,2014,1,21,180.0,2.17,2.0,Urban
changping,40.21965,116.2255,2014,1,22,176.25,1.07,3.0,Urban
changping,40.21965,116.2255,2014,1,23,176.25,1.1,5.0,Urban
changping,40.21965,116.2255,2014,1,24,139.69,1.33,5.0,Urban
changping,40.21965,116.2255,2014,1,25,161.25,1.91,1.0,Urban
changping,40.21965,116.2255,2014,1,26,149.06,1.46,2.0,Urban
changping,40.21965,116.2255,2014,1,27,178.12,2.28,3.0,Urban
changping,40.21965,116.2255,2014,1,28,98.44,2.29,2.0,Urban
changping,40.21965,116.2255,2014,1,29,151.88,1.15,3.0,Urban
changping,40.21965,116.2255,2014,1,30,137.81,2.12,2.0,Urban
changping,40.21965,116.2255,2014,1,31,191.25,1.43,4.0,Urban
changping,40.21965,116.2255,2014,2,1,185.62,1.18,4.0,Urban
changping,40.21965,116.2255,2014,2,2,153.75,2.27,2.0,Urban
changping,40.21965,116.2255,2014,2,3,301.88,4.37,1.0,Urban
changping,40.21965,116.2255,2014,2,4,215.62,2.68,1.0,Urban
changping,40.21965,116.2255,2014,2,5,180.94,1.4,3.0,Urban
changping,40.21965,116.2255,2014,2,6,195.0,1.15,4.0,Urban
changping,40.21965,116.2255,2014,2,7,117.19,1.92,3.0,Urban
changping,40.21965,116.2255,2014,2,8,240.0,2.8,2.0,Urban
changping,40.21965,116.2255,2014,2,9,215.62,2.62,1.0,Urban
changping,40.21965,116.2255,2014,2,10,170.62,1.67,2.0,Urban
changping,40.21965,116.2255,2014,2,11,164.06,1.45,3.0,Urban
changping,40.21965,116.2255,2014,2,12,169.69,1.49,3.0,Urban
changping,40.21965,116.2255,2014,2,13,163.12,1.57,5.0,Urban
changping,40.21965,116.2255,2014,2,14,194.06,1.2,5.0,Urban
changping,40.21965,116.2255,2014,2,15,167.81,1.33,6.0,Urban
changping,40.21965,116.2255,2014,2,16,178.12,1.57,6.0,Urban
changping,40.21965,116.2255,2014,2,17,163.12,1.97,4.0,Urban
changping,40.21965,116.2255,2014,2,18,97.5,1.58,3.0,Urban
changping,40.21965,116.2255,2014,2,19,192.19,1.81,2.0,Urban
changping,40.21965,116.2255,2014,2,20,155.62,1.46,5.0,Urban
changping,40.21965,116.2255,2014,2,21,204.38,1.05,6.0,Urban
changping,40.21965,116.2255,2014,2,22,233.44,1.01,6.0,Urban
changping,40.21965,116.2255,2014,2,23,197.81,1.24,5.0,Urban
changping,40.21965,116.2255,2014,2,24,223.12,1.1,5.0,Urban
changping,40.21965,116.2255,2014,2,25,185.62,1.12,6.0,Urban
changping,40.21965,116.2255,2014,2,26,215.62,1.67,6.0,Urban
changping,40.21965,116.2255,2014,2,27,224.06,2.4,1.0,Urban
changping,40.21965,116.2255,2014,2,28,170.62,1.28,3.0,Urban
changping,40.21965,116.2255,2014,3,1,154.69,1.9,2.0,Urban
changping,40.21965,116.2255,2014,3,2,153.75,1.65,4.0,Urban
changping,40.21965,116.2255,2014,3,3,206.25,1.03,5.0,Urban
changping,40.21965,116.2255,2014,3,4,239.06,2.9,2.0,Urban
changping,40.21965,116.2255,2014,3,5,221.25,2.2,1.0,Urban
changping,40.21965,116.2255,2014,3,6,243.75,2.24,1.0,Urban
changping,40.21965,116.2255,2014,3,7,181.88,1.5,2.0,Urban
changping,40.21965,116.2255,2014,3,8,145.31,1.6,3.0,Urban
changping,40.21965,116.2255,2014,3,9,134.06,1.92,3.0,Urban
changping,40.21965,116.2255,2014,3,10,111.56,1.65,3.0,Urban
changping,40.21965,116.2255,2014,3,11,212.81,2.03,4.0,Urban
changping,40.21965,116.2255,2014,3,12,263.44,3.1,2.0,Urban
changping,40.21965,116.2255,2014,3,13,216.56,2.79,2.0,Urban
changping,40.21965,116.2255,2014,3,14,170.62,2.02,2.0,Urban
changping,40.21965,116.2255,2014,3,15,169.69,1.28,3.0,Urban
changping,40.21965,116.2255,2014,3,16,190.31,1.87,3.0,Urban
changping,40.21965,116.2255,2014,3,17,233.44,2.6,3.0,Urban
changping,40.21965,116.2255,2014,3,18,136.88,2.45,2.0,Urban
changping,40.21965,116.2255,2014,3,19,229.69,2.57,2.0,Urban
changping,40.21965,116.2255,2014,3,20,222.19,2.73,1.0,Urban
changping,40.21965,116.2255,2014,3,21,178.12,2.03,2.0,Urban
changping,40.21965,116.2255,2014,3,22,207.19,2.35,2.0,Urban
changping,40.21965,116.2255,2014,3,23,135.94,2.12,4.0,Urban
changping,40.21965,116.2255,2014,3,24,220.31,1.2,5.0,Urban
changping,40.21965,116.2255,2014,3,25,197.81,1.34,5.0,Urban
changping,40.21965,116.2255,2014,3,26,167.81,1.23,5.0,Urban
changping,40.21965,116.2255,2014,3,27,184.69,1.13,6.0,Urban
changping,40.21965,116.2255,2014,3,28,120.94,1.64,3.0,Urban
changping,40.21965,116.2255,2014,3,29,202.5,1.94,2.0,Urban
changping,40.21965,116.2255,2014,3,30,178.12,1.78,2.0,Urban
changping,40.21965,116.2255,2014,3,31,171.56,1.65,3.0,Urban
changping,40.21965,116.2255,2014,4,1,170.62,1.56,3.0,Urban
changping,40.21965,116.2255,2014,4,2,148.12,2.07,3.0,Urban
changping,40.21965,116.2255,2014,4,3,170.62,3.15,2.0,Urban
changping,40.21965,116.2255,2014,4,4,188.44,3.24,2.0,Urban
changping,40.21965,116.2255,2014,4,5,192.19,2.43,2.0,Urban
changping,40.21965,116.2255,2014,4,6,124.69,1.69,2.0,Urban
changping,40.21965,116.2255,2014,4,7,165.94,1.53,4.0,Urban
changping,40.21965,116.2255,2014,4,8,169.69,1.31,5.0,Urban
changping,40.21965,116.2255,2014,4,9,180.0,2.08,5.0,Urban
changping,40.21965,116.2255,2014,4,10,131.25,2.02,5.0,Urban
changping,40.21965,116.2255,2014,4,11,135.0,1.38,2.0,Urban
changping,40.21965,116.2255,2014,4,12,178.12,1.5,3.0,Urban
changping,40.21965,116.2255,2014,4,13,135.94,1.52,5.0,Urban
changping,40.21965,116.2255,2014,4,14,165.94,1.33,5.0,Urban
changping,40.21965,116.2255,2014,4,15,122.81,2.0,4.0,Urban
changping,40.21965,116.2255,2014,4,16,196.88,1.1,3.0,Urban
changping,40.21965,116.2255,2014,4,17,160.31,1.18,3.0,Urban
changping,40.21965,116.2255,2014,4,18,133.12,1.65,5.0,Urban
changping,40.21965,116.2255,2014,4,19,112.5,1.87,3.0,Urban
changping,40.21965,116.2255,2014,4,20,235.31,1.82,2.0,Urban
changping,40.21965,116.2255,2014,4,21,186.56,2.01,2.0,Urban
changping,40.21965,116.2255,2014,4,22,145.31,1.85,2.0,Urban
changping,40.21965,116.2255,2014,4,23,150.94,1.89,4.0,Urban
changping,40.21965,116.2255,2014,4,24,108.75,1.8,4.0,Urban
changping,40.21965,116.2255,2014,4,25,203.44,1.99,5.0,Urban
changping,40.21965,116.2255,2014,4,26,173.44,2.07,4.0,Urban
changping,40.21965,116.2255,2014,4,27,157.5,2.01,,Urban
changping,40.21965,116.2255,2014,4,28,168.75,1.67,,Urban
changping,40.21965,116.2255,2014,4,29,187.5,1.48,3.0,Urban
changping,40.21965,116.2255,2014,4,30,153.75,1.54,3.0,Urban
changping,40.21965,116.2255,2014,5,1,212.81,2.63,4.0,Urban
changping,40.21965,116.2255,2014,5,2,272.81,3.75,1.0,Urban
changping,40.21965,116.2255,2014,5,3,234.38,3.38,2.0,Urban
changping,40.21965,116.2255,2014,5,4,242.81,4.05,2.0,Urban
changping,40.21965,116.2255,2014,5,5,156.56,2.27,1.0,Urban
changping,40.21965,116.2255,2014,5,6,159.38,1.52,2.0,Urban
changping,40.21965,116.2255,2014,5,7,223.12,2.68,2.0,Urban
changping,40.21965,116.2255,2014,5,8,171.56,2.21,2.0,Urban
changping,40.21965,116.2255,2014,5,9,109.69,1.8,2.0,Urban
changping,40.21965,116.2255,2014,5,10,160.31,1.33,2.0,Urban
changping,40.21965,116.2255,2014,5,11,208.12,1.2,1.0,Urban
changping,40.21965,116.2255,2014,5,12,189.38,2.2,2.0,Urban
changping,40.21965,116.2255,2014,5,13,231.56,2.83,2.0,Urban
changping,40.21965,116.2255,2014,5,14,221.25,1.9,2.0,Urban
changping,40.21965,116.2255,2014,5,15,185.62,2.1,3.0,Urban
changping,40.21965,116.2255,2014,5,16,144.38,2.0,2.0,Urban
changping,40.21965,116.2255,2014,5,17,126.56,2.08,2.0,Urban
changping,40.21965,116.2255,2014,5,18,125.62,1.81,2.0,Urban
changping,40.21965,116.2255,2014,5,19,164.06,1.51,3.0,Urban
changping,40.21965,116.2255,2014,5,20,155.62,2.04,2.0,Urban
changping,40.21965,116.2255,2014,5,21,145.31,1.72,3.0,Urban
changping,40.21965,116.2255,2014,5,22,148.12,2.18,4.0,Urban
changping,40.21965,116.2255,2014,5,23,170.62,2.13,3.0,Urban
changping,40.21965,116.2255,2014,5,24,92.81,1.55,2.0,Urban
changping,40.21965,116.2255,2014,5,25,258.75,3.87,2.0,Urban
changping,40.21965,116.2255,2014,5,26,261.56,3.31,2.0,Urban
changping,40.21965,116.2255,2014,5,27,260.62,4.52,2.0,Urban
changping,40.21965,116.2255,2014,5,28,149.06,1.62,2.0,Urban
changping,40.21965,116.2255,2014,5,29,213.75,1.65,2.0,Urban
changping,40.21965,116.2255,2014,5,30,150.94,2.0,2.0,Urban
changping,40.21965,116.2255,2014,5,31,169.69,1.7,3.0,Urban
changping,40.21965,116.2255,2014,6,1,216.56,1.68,2.0,Urban
changping,40.21965,116.2255,2014,6,2,132.19,1.25,1.0,Urban
changping,40.21965,116.2255,2014,6,3,197.81,1.92,1.0,Urban
changping,40.21965,116.2255,2014,6,4,211.88,1.46,2.0,Urban
changping,40.21965,116.2255,2014,6,5,177.19,1.4,2.0,Urban
changping,40.21965,116.2255,2014,6,6,124.69,1.65,2.0,Urban
changping,40.21965,116.2255,2014,6,7,217.5,2.54,1.0,Urban
changping,40.21965,116.2255,2014,6,8,179.06,1.69,1.0,Urban
changping,40.21965,116.2255,2014,6,9,187.5,1.98,1.0,Urban
changping,40.21965,116.2255,2014,6,10,153.75,1.31,2.0,Urban
changping,40.21965,116.2255,2014,6,11,179.06,1.41,2.0,Urban
changping,40.21965,116.2255,2014,6,12,141.56,1.73,1.0,Urban
changping,40.21965,116.2255,2014,6,13,181.88,1.55,2.0,Urban
changping,40.21965,116.2255,2014,6,14,144.38,1.52,1.0,Urban
changping,40.21965,116.2255,2014,6,15,165.0,1.45,3.0,Urban
changping,40.21965,116.2255,2014,6,16,176.25,1.38,3.0,Urban
changping,40.21965,116.2255,2014,6,17,175.31,1.73,2.0,Urban
changping,40.21965,116.2255,2014,6,18,175.31,1.85,2.0,Urban
changping,40.21965,116.2255,2014,6,19,109.69,1.85,3.0,Urban
changping,40.21965,116.2255,2014,6,20,168.75,1.58,2.0,Urban
changping,40.21965,116.2255,2014,6,21,159.38,1.75,2.0,Urban
changping,40.21965,116.2255,2014,6,22,174.38,1.48,1.0,Urban
changping,40.21965,116.2255,2014,6,23,183.75,1.59,1.0,Urban
changping,40.21965,116.2255,2014,6,24,181.88,1.82,2.0,Urban
changping,40.21965,116.2255,2014,6,25,191.25,1.38,3.0,Urban
changping,40.21965,116.2255,2014,6,26,199.69,1.55,3.0,Urban
changping,40.21965,116.2255,2014,6,27,166.88,2.16,1.0,Urban
changping,40.21965,116.2255,2014,6,28,188.44,2.16,1.0,Urban
changping,40.21965,116.2255,2014,6,29,185.62,1.55,2.0,Urban
